idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
822,who plays marnie in bring it on again,Bethany Joy Lenz,Christine Jane Baranski,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
827,when was the last time byu won utah,"November 28, 2009",2010 -- present,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
828,who flew to close to the sun and his wings melted,Icarus,Icarus,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
834,when was amen first used in the bible,Numbers 5:22,First recorded in the 1860s,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
838,who sings don't get around much anymore,Duke Ellington,Duke Ellington,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
842,when did the battle of fort sumter happen,"April 12–13, 1861","April 19, 1775",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333.333.333.333.330,28.571.428.571.428.500,0.0,DPR,T5
843,tallest person in the world guinness world record,Robert Wadlow,I don't know,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
844,at what output is marginal product of labour the highest,at the point of diminishing returns,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
850,who sing the theme song for good times,Jim Gilstrap,Whitney Houston,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
857,what is area code 01446 in the uk,Barry,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
858,when is halley's comet coming around again,mid-2061,mid-2061,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
863,is tomato a fruit or vegetable us supreme court,vegetable,vegetable,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
866,who plays dean and sam dad in supernatural,Jeffrey Dean Morgan,Jeffrey Dean Morgan,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
867,the first railway line between karachi and kotri was constructed in,April 1858,April 1858,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
870,when does jacob find out he's a werewolf,In the second book of the series (New Moon),second book of the series,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,7.142.857.142.857.140,7.142.857.142.857.140,301.194.211.912.202,DPR,T5
873,who is the creator of star vs the forces of evil,Daron Nefcy,Daron Nefcy,1,1,1,1,1.0,1.0,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
878,where does it always sunny in philadelphia take place,Philadelphia,in the years before and after the American Revolutionary War,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
879,who is the longest reigning wwe united states champion,Lex Luger,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
880,when did we start the pledge of allegiance,1942,1887,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
884,total number of articles in indian constitution at present,448,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
887,who teaches defense against the dark arts after snape,Amycus Carrow,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
888,who does the voice for the aflac duck,Gilbert Gottfried,Gilbert Gottfried,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
889,when was the last time celtics won nba championship,2008,1968,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,DPR,T5
895,when was the national world war ii memorial built,"April 29, 2004",I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
898,who wrote the book of obadiah in the bible,Obadiah,Balaam,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
901,who plays janine's mom on house of payne,Anne-Marie Johnson,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
903,where was the lowest temperature ever recorded on earth,Soviet Vostok Station in Antarctica,Verkhoyansk and Oymyakon,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
908,who wrote the strange case of dr jekyll and mr hyde,Robert Louis Stevenson,Robert Louis Stevenson,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
910,a large collection of servers is called a(n),server farm or server cluster,mega-classification,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
914,when did the first rocket launched into space,1944,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
916,daniel bedingfield if you're not the one album,Gotta Get Thru This,Gotta Get Thru This,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
918,when did winning colors win the kentucky derby,1988,1988,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
919,when was the last time the la kings made the playoffs,2017–18,2017,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666.666.666.666.660,0.0,DPR,T5
922,list three offices included in the executive office of the president,Office of Administration,"Vice President, Speaker of the House of Representatives, President pro tempore of the Senate",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764.705.882.352.900,11.764.705.882.352.900,0.0,DPR,T5
923,how many national parks are there in karnataka,five,I don't know,0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,DPR,T5
945,how many sports are there in the 2018 commonwealth games,19 Commonwealth sports,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
947,queer eye for the straight guy catch phrase,American reality television series,occam's razor,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
952,who won britain's got talent 2012 winner,Ashleigh and Pudsey,Ashleigh and Pudsey,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
953,what three offices made up virginia's representative government,lieutenant governor and attorney general,Senate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
957,who plays the evil queen on once upon a time,Lana Maria Parrilla,Lana Maria Parrilla,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
962,what children's book was set in camp green lake texas,Holes,Holes,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
968,who sings the song hey ho let's go,Ramones,Starship,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
970,when was harry potter first published in the us,1 September 1998,1998,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DPR,T5
973,when was oman given the official name sultanate of oman,9 August 1970,I don't know,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
976,who sang backing vocals on you're so vain,Mick Jagger,Little Big Town,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
977,what episode did jim die on ghost whisperer,"""Imaginary Friends and Enemies""",Flight,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
979,who plays becky on the us cellular commercial,Darien Sills-Evans,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
990,what is an example of a natural climate record/proxy,ice cores,ice cores,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
991,where does the book of daniel take place,Babylon,Babylon,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,1.0,1.0,1.0,0.0,DPR,T5
997,who plays victoria in young and the restless,Amelia Heinle Luckinbill,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1001,who won the cfp national championship last year,Alabama,the Seahawks,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1004,where was last song filmed on tybee island,on the island's beach and pier,The Blue Lagoon,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,DPR,T5
1008,who led the brewers in home runs in 1982,Gorman Thomas,Barry Bonds,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1010,who won season 3 rupaul's drag race all stars,Trixie Mattel,Trixie Mattel,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
1012,how far is the horsehead nebula from earth,approximately 1500 light years,1500 light years,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,8.571.428.571.428.570,8.571.428.571.428.570,0.0,DPR,T5
1014,who was the song i'll be missing you about,"Christopher ""The Notorious B.I.G."" Wallace",Christopher  The Notorious B.I.G. '' Wallace,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.552.276.436.414.590,DPR,T5
1019,who played sunshine in the movie harlem nights,Rochon,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1022,where do the chicago white sox play spring training,Camelback Ranch–Glendale,Camelback Ranch -- Glendale,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,DPR,T5
1031,where does the last name haugen come from,the old Norse word haugr,Norse,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,33.333.333.333.333.300,33.333.333.333.333.300,0.0,DPR,T5
1038,when was the last time north korea fired a missile,September 15,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1041,who played professor wilder on dawson's creek,"Kenneth Joseph ""Ken"" Marino",I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16.666.666.666.666.600,0.0,0.0,0.0,0.0,DPR,T5
1043,who sang can't get enough of your love baby,Barry White,Kylie Minogue,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1044,who is nana saheb in bajirao mastani movie,Ayush Tandon,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1045,what is the color of hyperlink in html,blue,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1048,who is the managing director of hdfc bank,Aditya Puri,Aditya Puri,1,1,1,1,1.0,3.333.333.333.333.330,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1050,how old do you have to be to run for the president of the united states,thirty-five Years,I don't know,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,DPR,T5
1053,when did israel adopt the star of david,"October 28, 1948",the sixteenth century,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1059,where are the ascii characters found in the utf-8 code points,The first 128 characters,"in computers, telecommunications equipment, and other devices",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1069,is an encoding for english alphanumeric characters as 7-bit numbers,ASCII,UTF-8,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1071,who played lucky on king of the hill,Tom Petty,Elroy,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1074,when did they start the draft for the vietnam war,"December 1, 1969","December 1, 1969",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
1077,who plays the mother in a monster calls,Felicity Jones,Felicity Jones,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1078,when does the 16 days of activism campaign start,25 November,25 November,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1079,when did bud lose his leg in jag,2002,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1080,who does mary camden marry in 7th heaven,Carlos Rivera,Kevin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1083,who wrote the music for dances with wolves,John Barry Prendergast,John Barry Prendergast,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1084,who did the donkey talk to in the bible,Balaam,Balaam,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1085,what movie has the song here comes the sun,Sgt. Pepper's Lonely Hearts Club Band,my fair lady,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1089,when did the song colt 45 come out,"September 6, 2001","June 5, 1948",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1090,what is the main train station in milan,Milan Central,Milan Central,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1092,who handles the money in the us government,Department of the Treasury,Treasury,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.3,1.0,1.0,1.0,1.0,0.0,0.4,0.4,0.0,DPR,T5
1097,when did the center of the roman empire moved from rome to constantinople,11 May 330 AD,300 AD,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333.333.333.333.330,3.333.333.333.333.330,0.0,DPR,T5
1106,where did they film the first twilight movie,"primarily in Portland, Oregon","Hammond, Louisiana",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1112,the evil queen's name in snow white,Queen Grimhilde,Queen Grimhilde,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1113,who was the ruler of india when east india company was set up,Queen Elizabeth I,British,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1114,who is considered to be the first pope,St Peter,Augustine of Canterbury,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,DPR,T5
1119,where does the red river begin and end,"Harmon County, Oklahoma",The mouth of the river,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1120,when did sachin tendulkar win the world cup,2011,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1122,when did beverly hills cop 2 come out,1987,1987,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1124,which leader halted the muslim invasion of western europe at the battle of tours,Charles Martel,Emperor Claudius,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1126,what is the largest state in america by size,Alaska,Alaska,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1127,actor who plays jack in will and grace,Sean Patrick Hayes,Sean Patrick Hayes,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1129,who was the first person to die in romeo and juliet,Mercutio,Rosaline,0,1,1,1,0.0,3.333.333.333.333.330,0.4,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1131,who does chris griffin's voice on family guy,Seth Green,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1135,how many republicans are in the senate in 2018,51,Nine seats up for election,0,1,1,1,0.0,3.333.333.333.333.330,0.4,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1142,who did cleveland play in the finals last year,Golden State Warriors,Golden State Warriors,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1145,how many athletes does great britain have in the 2018 olympics,58,58,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1149,who got the highest paid contract in the nba,Stephen Curry,Kevin Garnett,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1151,the south african institute of tax practitioners was constituted as,a Not for Profit professional body,2007,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1152,which president was the president of columbia university,Dwight D. Eisenhower,Luis Guillermo Sols,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,14.285.714.285.714.200,0.0,0.0,0.0,0.0,DPR,T5
1153,who played spur in man from snowy river,Kirk Douglas,Kirk Douglas,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1155,where is xanthophyll found in a plant's cell,leaves,throughout,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1156,who pioneered the little black dress or lbd back in 1926,Coco Chanel,Coco Chanel,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1161,who were the first to start a company to trade with india,the Portuguese Estado da Índia,the Spanish and Portuguese,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444.444.444.444.440,4.444.444.444.444.440,0.0,DPR,T5
1162,pay scale of section officer in central secretariat,Junior Time Scale,pension,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1163,who is the actor that plays jax in sons of anarchy,Charles Matthew Hunnam,Charles Matthew Hunnam,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1169,who is the yankees all-time leader in pitching wins,Roger Clemens,Cy Young,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1170,where did the 2010 world cup take place,South Africa,South Africa,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1171,who plays the character dog in game of thrones,Rory McCann,Rory McCann,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1174,the president of the united states is a member of what branch of government,the executive branch of the federal government,executive,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.0,DPR,T5
1179,who sings the song ain't no stopping us now,McFadden & Whitehead,McFadden & Whitehead,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1183,what kind of boat is used in the everglades,Airboats,Airboats,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1193,where do the amino acids come from in protein synthesis,tRNA molecules,RNA,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1195,who replaced ringo starr on thomas the tank engine,Michael Angelis,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1197,who was the first president born a citizen of the united states,Martin Van Buren,Martin Van Buren,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1199,who sings the song reunited and it feels so good,Peaches & Herb,the Eagles,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1200,where do the st louis cardinals do spring training,Roger Dean Stadium,Camelback Ranch -- Glendale,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1201,when was the last time the mavericks made the playoffs,2015–16,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1205,when did the age of majority change from 21 to 18 in the uk,1970,1970s,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1206,who plays taylor on bold and the beautiful,Hunter Tylo,Hunter Tylo,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1207,who played phil in phil of the future,Raviv Ullman,Raviv Ullman,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1209,what is the clean up hitter in baseball,fourth player in the batting order,No - hitter,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1210,what is the song anything you can do from,Annie Get Your Gun,Annie Get Your Gun,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
1212,what is the most popular car in russia,the classic Lada Riva,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1214,what was mrs howell's first name on gilligan's island,Lovey,I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,14.285.714.285.714.200,0.0,0.0,0.0,0.0,DPR,T5
1218,who plays ruby on anne with an e,Kyla Matthews,Kelly McCreary,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1222,how many points did robert parish score in his career,"23,334","1,611",0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1231,where is folic acid absorbed in the body,intestine,I don't know,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
1235,what is the website for the united states postal service,www.usps.com,www.usps.com,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,DPR,T5
1236,who owns the rio casino in las vegas,Caesars Entertainment Corporation,Caesars Entertainment Corporation,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
1237,who has scored the most goals in the world cup final,Geoff Hurst,I don't know,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1243,what was the name of the last planet of the apes movie,War for the Planet of the Apes,Earth,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1247,the condemnation of private property for public use is allowed under the state's right of,Eminent domain,resumption,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
1254,how much is a table spoon in ounces,0.50 US fl oz,0.50,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,5.714.285.714.285.710,5.714.285.714.285.710,0.0,DPR,T5
1258,what is the wimbledon runner up prize money,"£1,125,000",I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
1263,who stars in the man in the high castle,Alexa Davalos,Isa Dick Hackett,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
